time_seconds,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,CG1,CG2,CG3,CG4,AH1,AH2,AH3,AH4,AH5,AH6,AH7,AH8,AH9,AH10,PH1,PH2,PH3,PH4,BO1,BO2,BO3,BO4
1.6808,5353480.0000,5121669.5000,4368284.5000,-4971135.0000,-4762186.5000,-2925246.0000,1997009.8750,-1920910.2500,-2758831.5000,425375.7500,-336515.8750,1221294.6250,6125473.5000,3390532.5000,-3257543.5000,-2233535.7500,-5562359.0000,1427053.2500,3275158.7500,-1372220.6250,2721684.2500,-8978377.0000,-2041069.0000,2964128.5000,8646681.0000,-2967780.2500,5021714.5000,3756325.5000,7601937.5000,-1217502.8750,6788473.5000,3270373.7500,-258359.5156,-5610209.5000,-5887213.0000,4277368.0000,-4815886.0000,-1704518.1250,-3727013.5000,2437237.5000,-7260000.0000,-2411115.5000,1125593.0000,1794973.0000,2138967.2500,-4043360.5000,-1338193.3750,-740589.6250,-5042379.5000,-4149695.7500,6806550.5000,148372.5938,-4873307.0000,652401.3750,5375279.0000,1504678.0000,-4444776.0000,5025968.0000,653464.7500,8613185.0000,-5110966.0000,-82374.7734,-7147816.5000,4758535.0000,-2396228.5000,-5885086.0000,-8883207.0000,6035088.5000,101585.1094,5170052.0000
1.6828,5347100.0000,5117947.5000,4359778.0000,-4981768.5000,-4773883.5000,-2942259.7500,1984781.3750,-1926758.6250,-2767870.0000,416337.2812,-342364.3125,1209597.7500,6110055.0000,3358632.0000,-3272430.5000,-2242042.5000,-5572992.5000,1412698.0000,3268778.7500,-1375942.3750,2705734.0000,-9001239.0000,-2052234.1250,2958280.0000,8634984.0000,-2967248.5000,5012144.0000,3743565.2500,7580139.0000,-1223351.3750,6785815.0000,3273563.7500,-266866.3125,-5612868.0000,-5901036.5000,4272051.5000,-4832899.5000,-1700264.7500,-3725950.0000,2427135.7500,-7280204.0000,-2427597.5000,1114959.5000,1783807.8750,2123548.7500,-4056120.7500,-1339788.3750,-741121.2500,-5054608.5000,-4162456.0000,6791132.0000,135612.3750,-4882877.0000,640172.8750,5362518.5000,1492981.1250,-4459663.0000,5008954.0000,643362.8750,8597767.0000,-5125321.0000,-93008.2891,-7155260.0000,4745243.0000,-2401013.5000,-5889339.5000,-8867788.0000,6027645.0000,95204.9922,5159418.5000
1.6848,5348163.5000,5127518.0000,4353929.5000,-4981768.5000,-4778668.5000,-2946513.0000,1989034.7500,-1925695.2500,-2769996.7500,415805.5938,-347681.0625,1206939.3750,6105801.5000,3345871.7500,-3279874.0000,-2243105.7500,-5577245.5000,1410039.6250,3267183.7500,-1370625.6250,2697758.7500,-9015062.0000,-2053297.5000,2963065.0000,8628604.0000,-2953425.0000,5015866.0000,3748350.5000,7568442.0000,-1216439.6250,6789537.0000,3273032.2500,-270056.3750,-5608614.5000,-5896783.0000,4278431.5000,-4839279.5000,-1680592.6250,-3716380.0000,2421819.0000,-7288179.0000,-2430255.7500,1119744.5000,1788592.8750,2117700.2500,-4055057.5000,-1321179.7500,-732082.8125,-5053013.0000,-4155544.2500,6798575.5000,141460.7969,-4888193.5000,641236.1875,5360392.0000,1492981.1250,-4461789.5000,5006827.5000,644426.2500,8592982.0000,-5126916.0000,-95134.9922,-7154728.5000,4740458.0000,-2404203.7500,-5889339.5000,-8865661.0000,6021797.0000,88824.8828,5154101.5000
1.6868,5368898.5000,5151975.0000,4366158.0000,-4965818.5000,-4760591.5000,-2927904.5000,2018276.8750,-1910808.3750,-2758831.5000,428034.1250,-330667.4375,1224484.7500,6116435.0000,3348530.2500,-3262328.7500,-2228219.0000,-5558637.0000,1426521.6250,3283134.0000,-1345636.8750,2717430.7500,-9011872.0000,-2040005.6250,2982737.0000,8648808.0000,-2936943.0000,5032348.0000,3771212.5000,7584924.0000,-1188260.7500,6815057.5000,3281007.2500,-251447.7188,-5591069.5000,-5878706.0000,4303420.0000,-4824924.0000,-1651350.5000,-3691391.0000,2418097.2500,-7280204.0000,-2421749.0000,1143670.0000,1807733.2500,2126207.0000,-4045487.2500,-1294596.0000,-712410.7500,-5038126.5000,-4139062.2500,6816652.5000,153689.3438,-4870116.5000,657186.5000,5372089.0000,1505209.6250,-4447434.5000,5016929.5000,661971.5625,8602552.0000,-5111497.5000,-80779.7422,-7138778.0000,4754281.5000,-2390380.0000,-5873921.0000,-8847053.0000,6047849.0000,101585.1094,5165267.0000
1.6888,5349758.5000,5134429.5000,4345954.0000,-4980173.5000,-4781327.0000,-2947576.5000,2007111.7500,-1931543.7500,-2779566.7500,401982.0312,-351934.4688,1213851.2500,6092509.5000,3322478.0000,-3284127.2500,-2250549.2500,-5573524.0000,1404191.1250,3260803.5000,-1357865.3750,2695632.0000,-9049621.0000,-2062336.0000,2966786.7500,8631262.0000,-2962995.0000,5012676.0000,3752603.7500,7567910.5000,-1197830.8750,6807082.0000,3256550.2500,-268993.0312,-5619248.0000,-5896251.5000,4288533.0000,-4845659.5000,-1666769.1250,-3711594.7500,2393640.2500,-7312104.5000,-2446206.0000,1120807.8750,1790187.8750,2095901.6250,-4079514.5000,-1316926.3750,-732082.8125,-5062583.5000,-4159266.0000,6801234.0000,135612.3750,-4885535.5000,647616.3125,5354543.5000,1489791.0000,-4470296.5000,4996194.0000,641236.1875,8574905.0000,-5134359.5000,-102578.4609,-7161108.5000,4733546.0000,-2407393.7500,-5891466.0000,-8872042.0000,6042000.5000,83508.1250,5148253.0000
1.6908,5350290.0000,5137088.0000,4353397.5000,-4967413.5000,-4771225.0000,-2939601.2500,2012960.1250,-1929417.0000,-2764148.2500,413147.2188,-342896.0000,1223953.0000,6098890.0000,3317161.2500,-3279874.0000,-2242574.2500,-5566612.0000,1412166.3750,3261335.2500,-1346700.1250,2696695.5000,-9060255.0000,-2056487.6250,2980078.7500,8640833.0000,-2965121.7500,5016397.5000,3765895.7500,7574822.5000,-1182944.0000,6819842.5000,3257081.7500,-258359.5156,-5609678.0000,-5889339.5000,4303420.0000,-4843533.0000,-1664110.7500,-3708404.7500,2397893.5000,-7313167.5000,-2433977.5000,1127719.7500,1794441.3750,2092711.5000,-4084831.2500,-1313204.6250,-728892.7500,-5049823.0000,-4145442.5000,6815057.5000,146245.8906,-4866395.0000,661971.5625,5364113.5000,1496702.7500,-4463384.5000,4998320.5000,648148.0000,8581817.0000,-5129043.0000,-93008.2891,-7154728.5000,4741521.0000,-2403672.0000,-5886681.0000,-8875763.0000,6049975.5000,87229.8594,5149316.5000
1.6928,5361987.0000,5150911.5000,4375196.5000,-4947209.5000,-4753679.5000,-2914612.5000,2030505.5000,-1917720.1250,-2729057.7500,435477.5938,-325882.3438,1242561.7500,6113245.0000,3318756.2500,-3269240.5000,-2230345.5000,-5544282.0000,1434496.7500,3277817.2500,-1330218.2500,2709455.7500,-9060255.0000,-2037878.8750,2998687.2500,8655719.0000,-2953425.0000,5039791.5000,3790884.5000,7591836.0000,-1168588.7500,6843768.0000,3265588.7500,-240814.2031,-5595854.5000,-5867009.0000,4324155.5000,-4835026.0000,-1667300.7500,-3704151.2500,2409058.7500,-7303597.5000,-2420154.0000,1142075.0000,1806138.2500,2098560.0000,-4091211.5000,-1311609.6250,-719854.2500,-5034404.5000,-4129492.0000,6832602.5000,159006.1094,-4844064.5000,677390.1875,5379532.5000,1513184.7500,-4446371.0000,5013207.5000,661439.8750,8585538.0000,-5110966.0000,-77058.0156,-7141968.0000,4760661.5000,-2389316.7500,-5869136.0000,-8856091.0000,6068052.5000,106901.8672,5172178.5000
1.6948,5338593.0000,5129644.5000,4354461.0000,-4971667.0000,-4776541.5000,-2931094.5000,2012428.5000,-1943772.2500,-2747134.7500,420590.6875,-346617.7188,1218636.2500,6087724.5000,3279944.0000,-3306989.5000,-2256929.5000,-5572992.5000,1422799.8750,3256018.5000,-1360523.7500,2670643.2500,-9101194.0000,-2062336.0000,2978483.7500,8628604.0000,-2986920.5000,5019587.5000,3768022.5000,7563125.5000,-1199426.0000,6824627.5000,3239005.0000,-272714.7500,-5618716.5000,-5891466.0000,4302888.5000,-4870116.5000,-1717278.3750,-3746153.7500,2384070.0000,-7337625.0000,-2443016.0000,1119212.8750,1784339.5000,2059747.6250,-4128960.5000,-1349890.2500,-754413.1875,-5058330.0000,-4155544.2500,6807082.0000,134017.3438,-4869053.5000,652933.0625,5353480.0000,1488196.0000,-4474550.0000,4985560.5000,633261.0625,8554169.0000,-5139676.5000,-103641.8125,-7171742.0000,4734609.5000,-2414837.2500,-5891998.0000,-8884270.0000,6040937.0000,87229.8594,5157291.5000
1.6968,5357202.0000,5158886.5000,4373601.5000,-4956780.0000,-4762718.0000,-2913549.2500,2039544.0000,-1934733.7500,-2734374.5000,438135.9688,-330667.4375,1227674.7500,6098890.0000,3291109.2500,-3301672.7500,-2248422.5000,-5562890.5000,1453105.3750,3278349.0000,-1350421.8750,2667985.0000,-9101726.0000,-2057550.8750,2990180.5000,8638706.0000,-2974160.2500,5036069.5000,3781846.0000,7574822.5000,-1193045.8750,6843768.0000,3248575.0000,-262612.9062,-5608083.0000,-5870731.0000,4318307.0000,-4864268.5000,-1731633.6250,-3750938.7500,2394171.7500,-7331244.5000,-2427065.7500,1136226.5000,1798694.7500,2062937.6250,-4131087.2500,-1349890.2500,-745374.6875,-5044506.5000,-4140125.5000,6821969.0000,148372.5938,-4852571.5000,666224.9375,5361987.0000,1497234.5000,-4461789.5000,4997257.5000,648679.6875,8562145.0000,-5124789.5000,-88754.8828,-7163235.0000,4748964.5000,-2401545.2500,-5876047.5000,-8869915.0000,6063799.0000,111155.2734,5182280.5000
1.6988,5373152.0000,5179622.0000,4387956.5000,-4944019.5000,-4752084.5000,-2901852.2500,2057089.2500,-1928885.3750,-2726399.2500,440794.3750,-318438.9062,1230333.1250,6103143.0000,3293235.7500,-3304862.7500,-2245764.2500,-5556510.5000,1473309.0000,3293235.7500,-1344573.5000,2665326.5000,-9106511.0000,-2055955.8750,2993902.2500,8649871.0000,-2964590.0000,5047235.0000,3800454.7500,7585987.5000,-1190919.1250,6858123.0000,3260803.5000,-257827.8281,-5593196.0000,-5859565.5000,4336384.0000,-4863205.0000,-1757154.0000,-3762635.7500,2397361.7500,-7322738.0000,-2421749.0000,1150050.1250,1802416.5000,2057620.8750,-4135340.5000,-1351485.2500,-746969.6875,-5039721.5000,-4136935.5000,6825691.0000,151030.9688,-4847786.5000,671541.7500,5367303.5000,1502019.5000,-4455409.5000,4999384.0000,651869.6875,8564271.0000,-5120536.0000,-83438.1250,-7161640.0000,4753749.5000,-2395696.7500,-5863819.0000,-8845989.0000,6090383.0000,126573.8750,5195572.5000
1.7008,5366772.0000,5164735.0000,4376259.5000,-4966350.0000,-4769098.5000,-2920992.7500,2042734.0000,-1950152.3750,-2737564.5000,425375.7500,-332794.1562,1205876.0000,6085066.0000,3271437.0000,-3325598.0000,-2263309.5000,-5574055.5000,1470119.0000,3279944.0000,-1363713.7500,2632894.2500,-9135221.0000,-2081476.3750,2969445.2500,8632326.0000,-2985857.2500,5027563.0000,3787162.7500,7565784.0000,-1219098.0000,6843768.0000,3237941.5000,-273778.1250,-5608083.0000,-5881896.0000,4329472.5000,-4885535.5000,-1803941.5000,-3790814.5000,2386196.7500,-7336561.5000,-2438762.5000,1151645.1250,1782212.7500,2035290.5000,-4159266.0000,-1370093.8750,-758666.5625,-5056203.5000,-4158202.5000,6807082.0000,131890.6406,-4866926.5000,652933.0625,5348163.5000,1485537.6250,-4471891.5000,4983965.5000,638577.8125,8545663.0000,-5133296.5000,-94603.3203,-7187160.5000,4739394.5000,-2406330.2500,-5872326.0000,-8863003.0000,6106865.0000,118067.0625,5184407.0000
1.7029,5383785.5000,5179622.0000,4391146.5000,-4949868.0000,-4746236.0000,-2899194.0000,2057089.2500,-1934202.1250,-2716297.5000,430160.8438,-317907.2188,1214914.5000,6097826.5000,3285260.7500,-3310711.2500,-2249486.0000,-5558637.0000,1497234.5000,3307591.0000,-1354675.3750,2642996.2500,-9126714.0000,-2074032.8750,2985927.2500,8645618.0000,-2975755.2500,5040323.0000,3800986.2500,7580139.0000,-1214312.8750,6858655.0000,3243790.0000,-261017.8906,-5592664.5000,-5867541.0000,4358714.5000,-4874370.0000,-1818296.7500,-3784434.5000,2406400.2500,-7316889.5000,-2416963.7500,1172380.5000,1800289.7500,2044860.7500,-4154480.7500,-1357333.7500,-731019.4375,-5040253.0000,-4144910.7500,6823564.0000,147309.2344,-4850444.5000,665693.3125,5361987.0000,1500424.5000,-4459663.0000,4998320.5000,655059.7500,8558423.0000,-5125321.0000,-85564.8281,-7181312.0000,4753749.5000,-2394101.7500,-5856375.5000,-8858218.0000,6128132.0000,135080.6875,5199826.0000
1.7049,5394951.0000,5179622.0000,4389551.5000,-4951463.0000,-4751553.0000,-2903447.2500,2047519.1250,-1941113.8750,-2714170.7500,424312.4062,-320033.9375,1203749.3750,6091978.0000,3277285.5000,-3325066.5000,-2259056.0000,-5564485.5000,1494044.3750,3310249.5000,-1367435.5000,2636084.2500,-9136816.0000,-2094236.6250,2969976.7500,8634984.0000,-2994364.0000,5037133.0000,3791416.2500,7566315.5000,-1233453.2500,6844831.0000,3224649.7500,-266866.3125,-5600108.0000,-5874984.0000,4356056.0000,-4889257.0000,-1854982.3750,-3797194.7500,2400020.2500,-7314231.0000,-2420154.0000,1168658.7500,1791783.0000,2034758.8750,-4168836.2500,-1358928.7500,-726766.0000,-5043974.5000,-4148632.5000,6816652.5000,144650.8594,-4859483.0000,660908.1875,5358797.0000,1497766.1250,-4464448.0000,4993004.0000,652401.3750,8554169.0000,-5126916.0000,-86096.5078,-7185034.0000,4748433.0000,-2398355.2500,-5858502.5000,-8865130.0000,6134512.0000,139865.7812,5207801.0000
1.7069,5383254.0000,5163140.0000,4373601.5000,-4968477.0000,-4772820.0000,-2922587.7500,2024125.3750,-1961849.2500,-2730652.7500,398791.9688,-342364.3125,1185672.3750,6069116.0000,3259740.2500,-3348991.7500,-2278728.0000,-5581499.0000,1469587.3750,3300679.2500,-1383385.8750,2618539.0000,-9163932.0000,-2131985.5000,2951900.0000,8627009.0000,-3002870.7500,5028626.0000,3770680.7500,7546643.5000,-1265353.7500,6821437.5000,3202851.0000,-278031.5312,-5604361.0000,-5883491.0000,4340637.5000,-4909460.5000,-1894326.3750,-3813145.0000,2387260.0000,-7316357.5000,-2428660.7500,1164405.3750,1774769.3750,2016150.2500,-4187976.5000,-1372220.6250,-743248.0000,-5059393.5000,-4166709.5000,6804955.5000,128700.5781,-4877560.0000,644957.9375,5342846.5000,1484474.2500,-4478803.0000,4978117.0000,641236.1875,8540877.0000,-5135954.5000,-98856.7266,-7205769.0000,4734609.5000,-2411115.5000,-5868604.0000,-8887992.0000,6122815.0000,128700.5781,5190787.5000
1.7089,5402394.5000,5180154.0000,4394868.5000,-4951995.0000,-4755274.5000,-2903447.2500,2038480.6250,-1942708.8750,-2713107.2500,421654.0312,-327477.3750,1202686.0000,6084534.5000,3283134.0000,-3336763.2500,-2260119.5000,-5570865.5000,1479157.5000,3320351.2500,-1368498.8750,2640337.7500,-9153298.0000,-2127200.5000,2971040.2500,8650403.0000,-2967780.2500,5054678.5000,3787694.5000,7566847.0000,-1265353.7500,6827286.0000,3209231.0000,-256764.4844,-5583094.0000,-5854249.0000,4357651.0000,-4897232.0000,-1896453.1250,-3796131.2500,2414907.2500,-7289774.0000,-2405267.0000,1180355.6250,1788592.8750,2029973.7500,-4178406.2500,-1353080.2500,-725702.6875,-5038126.5000,-4144379.0000,6824096.0000,151562.6406,-4855230.0000,665161.6250,5365708.5000,1505209.6250,-4457004.5000,4995662.0000,659313.1875,8557359.0000,-5118409.5000,-80248.0703,-7180780.5000,4753218.0000,-2396228.5000,-5851059.0000,-8881612.0000,6153652.5000,153157.6719,5218966.0000
1.7109,5392292.5000,5163672.0000,4376791.5000,-4965818.5000,-4773351.5000,-2919397.7500,2018276.8750,-1962912.6250,-2735969.5000,411552.1875,-347149.4062,1177697.2500,6065394.0000,3271968.7500,-3363878.7500,-2278196.5000,-5596917.5000,1460548.8750,3302274.2500,-1387107.5000,2621729.0000,-9180945.0000,-2162822.7500,2954558.2500,8632857.0000,-2975755.2500,5040854.5000,3769617.5000,7550897.0000,-1297786.0000,6797512.0000,3201787.5000,-278563.1875,-5602234.5000,-5864882.5000,4341701.0000,-4914246.0000,-1931012.0000,-3822715.0000,2393108.5000,-7303066.0000,-2416963.7500,1162810.2500,1767857.5000,2007111.7500,-4200205.0000,-1380195.7500,-739526.2500,-5062051.5000,-4164051.0000,6804955.5000,133485.6562,-4875965.0000,647616.3125,5347631.5000,1488196.0000,-4473486.5000,4981307.0000,640704.5000,8538219.0000,-5132233.0000,-92476.6172,-7197262.5000,4738862.5000,-2407925.5000,-5861692.5000,-8885333.0000,6164817.5000,149435.9375,5213649.5000
1.7129,5391761.0000,5163140.0000,4371474.5000,-4969540.0000,-4777073.5000,-2917271.0000,2001263.2500,-1970887.7500,-2747134.7500,411552.1875,-356187.8750,1173975.5000,6060609.0000,3274627.2500,-3374512.2500,-2284576.5000,-5596917.5000,1447256.8750,3288450.7500,-1398272.7500,2614285.7500,-9191047.0000,-2186748.2500,2949773.2500,8622756.0000,-2979477.0000,5035538.0000,3766959.0000,7549833.5000,-1318521.3750,6784752.0000,3231029.7500,-292386.7812,-5614463.0000,-5873921.0000,4330004.0000,-4928601.0000,-1954405.7500,-3834412.0000,2403742.0000,-7307319.5000,-2421217.2500,1157493.5000,1760414.1250,1996478.2500,-4216155.5000,-1397209.3750,-745906.3750,-5067900.0000,-4174684.5000,6795917.0000,125510.5234,-4889257.0000,638046.1250,5339656.5000,1479689.1250,-4484120.0000,4971205.0000,631134.3750,8528649.0000,-5139676.5000,-98325.0469,-7211617.5000,4730356.0000,-2415900.5000,-5865946.0000,-8873105.0000,6182363.0000,148904.2656,5203016.0000
1.7149,5416749.5000,5193445.5000,4399653.5000,-4936576.0000,-4743046.0000,-2883775.2500,2018276.8750,-1942708.8750,-2720550.7500,438667.6562,-328009.0625,1212787.8750,6089851.5000,3313971.2500,-3353777.0000,-2256397.7500,-5562359.0000,1474904.1250,3311844.5000,-1369030.6250,2648313.0000,-9164463.0000,-2176646.2500,2971572.0000,8648276.0000,-2941196.2500,5061058.5000,3793543.0000,7585987.5000,-1302571.1250,6808677.0000,3295362.5000,-267929.6875,-5583094.0000,-5846273.5000,4348612.5000,-4903612.5000,-1937923.8750,-3808359.7500,2455846.2500,-7269038.5000,-2388785.0000,1177697.2500,1786997.8750,2020403.6250,-4191698.2500,-1369562.2500,-715600.8125,-5039189.5000,-4144910.7500,6828349.0000,154752.7031,-4865863.5000,659844.8750,5364113.5000,1508399.6250,-4457536.0000,4999384.0000,657186.5000,8552574.0000,-5116282.5000,-69082.8750,-7181312.0000,4760130.0000,-2390380.0000,-5835108.5000,-8824191.0000,6233935.5000,188779.9688,5235448.0000
1.7169,5391229.0000,5163672.0000,4365094.5000,-4964223.5000,-4769098.5000,-2910359.2500,1982123.0000,-1972482.7500,-2763616.5000,401450.3438,-359909.6250,1189394.1250,6068052.5000,3294299.2500,-3381955.7500,-2289361.7500,-5587347.5000,1447256.8750,3275158.7500,-1394019.3750,2620665.7500,-9190515.0000,-2221307.0000,2935418.0000,8620097.0000,-2959805.0000,5030221.0000,3763237.5000,7556213.5000,-1345105.1250,6764548.0000,3287919.0000,-293450.1250,-5609678.0000,-5886149.5000,4305547.0000,-4940298.0000,-1979926.2500,-3838133.7500,2433515.7500,-7298281.0000,-2418027.2500,1137289.8750,1756692.3750,1985844.6250,-4224662.0000,-1396677.7500,-743248.0000,-5070027.0000,-4178938.0000,6796980.5000,124978.8516,-4898295.5000,623690.8750,5333276.5000,1479689.1250,-4485715.0000,4969610.0000,622095.8750,8520142.0000,-5144461.5000,-98856.7266,-7209491.0000,4730887.5000,-2415900.5000,-5859034.0000,-8856623.0000,6216922.0000,175488.0625,5206737.5000
1.7189,5407179.5000,5180685.5000,4371474.5000,-4950931.5000,-4752084.5000,-2878458.5000,1999136.6250,-1959722.5000,-2768401.7500,410488.8438,-351934.4688,1201622.6250,6093573.0000,3318224.5000,-3368663.7500,-2278728.0000,-5563954.0000,1455763.7500,3282602.2500,-1384980.8750,2631299.2500,-9176692.0000,-2224497.2500,2937544.5000,8637642.0000,-2938538.0000,5037664.5000,3772275.7500,7573227.0000,-1346168.5000,6760294.5000,3299084.2500,-276968.1562,-5590537.5000,-5879237.5000,4309800.5000,-4932854.5000,-1974077.7500,-3826968.5000,2430325.7500,-7282330.5000,-2399950.2500,1141543.2500,1763604.1250,1998073.2500,-4211370.0000,-1374347.3750,-725702.6875,-5056203.5000,-4162456.0000,6811335.5000,141992.4844,-4887662.0000,635387.7500,5349226.5000,1497234.5000,-4475081.5000,4982370.5000,637514.4375,8532371.0000,-5132764.5000,-85564.8281,-7194604.0000,4741521.0000,-2405798.7500,-5845210.5000,-8850243.0000,6225428.5000,189311.6406,5204611.0000
1.7209,5420471.5000,5189192.5000,4376259.5000,-4937108.0000,-4737197.5000,-2854533.2500,2015618.5000,-1946962.3750,-2770528.5000,414742.2500,-349276.0938,1215977.8750,6108991.5000,3335238.2500,-3359093.7500,-2267563.0000,-5541092.0000,1454168.7500,3282070.7500,-1372752.2500,2641932.7500,-9163932.0000,-2225028.7500,2938608.0000,8656783.0000,-2926309.5000,5039791.5000,3775997.5000,7589177.5000,-1348295.2500,6753914.5000,3307059.5000,-257827.8281,-5576714.0000,-5880832.5000,4303420.0000,-4926474.5000,-1965039.2500,-3817930.0000,2414375.5000,-7271697.0000,-2383468.2500,1143670.0000,1767325.8750,2006580.0000,-4200736.5000,-1362650.5000,-708689.0625,-5038658.0000,-4148100.7500,6820374.0000,153689.3438,-4876497.0000,647616.3125,5361455.5000,1508931.3750,-4459131.0000,4993004.0000,648679.6875,8541409.0000,-5123726.0000,-75994.6641,-7179717.0000,4756939.5000,-2392506.7500,-5831918.5000,-8824191.0000,6244037.5000,211110.3594,5210459.5000
1.7229,5386975.5000,5158886.5000,4335320.5000,-4975920.0000,-4769098.5000,-2877395.2500,1989034.7500,-1976736.1250,-2811467.5000,373803.1875,-390215.1562,1187799.1250,6085598.0000,3310249.5000,-3382487.5000,-2295741.7500,-5562359.0000,1415356.3750,3238473.2500,-1391892.6250,2610032.2500,-9189452.0000,-2264904.5000,2903517.2500,8642959.0000,-2958741.7500,5010549.0000,3738780.2500,7558872.0000,-1387107.5000,6707127.0000,3273563.7500,-280689.9062,-5604893.0000,-5915391.5000,4253974.5000,-4965286.5000,-1995344.8750,-3837070.2500,2375031.5000,-7296685.5000,-2411647.0000,1121871.2500,1733830.2500,1976274.5000,-4224130.5000,-1382322.5000,-743779.6250,-5071090.0000,-4181064.7500,6787942.0000,124447.1719,-4911056.0000,622095.8750,5333276.5000,1479157.5000,-4490500.0000,4964825.0000,622627.5625,8508977.0000,-5155626.5000,-104173.4844,-7204174.0000,4727166.0000,-2421749.0000,-5860629.0000,-8830571.0000,6217453.5000,193565.0469,5166330.0000
1.7249,5409306.0000,5193445.5000,4361904.5000,-4945083.0000,-4730286.0000,-2830607.7500,2023593.6250,-1942708.8750,-2780630.2500,403577.0312,-357251.2500,1222889.6250,6123878.5000,3352251.7500,-3345270.0000,-2260119.5000,-5514508.0000,1439281.7500,3266120.2500,-1352548.6250,2640869.5000,-9151171.0000,-2238320.7500,2930632.7500,8687088.0000,-2944386.5000,5045108.0000,3763769.0000,7593962.5000,-1364245.5000,6724140.5000,3300147.5000,-239219.1719,-5575119.0000,-5881364.5000,4278431.5000,-4935513.0000,-1969292.7500,-3802511.5000,2417033.7500,-7255215.0000,-2373366.5000,1163873.6250,1761477.3750,2010301.7500,-4192229.7500,-1342446.7500,-714537.5000,-5033341.0000,-4140657.2500,6819842.5000,159006.1094,-4873307.0000,658249.8125,5368898.5000,1514779.7500,-4454346.0000,4994599.0000,657718.1250,8536092.0000,-5121599.5000,-72272.9297,-7165362.0000,4762788.0000,-2395165.2500,-5829792.0000,-8799734.0000,6233935.5000,221743.8750,5174305.5000
1.7269,5377405.5000,5168457.0000,4328940.5000,-4978047.0000,-4752084.5000,-2839646.2500,2001263.2500,-1963976.0000,-2805619.0000,382310.0000,-378518.2812,1198964.2500,6107928.5000,3333111.5000,-3367068.7500,-2283513.2500,-5526736.5000,1411103.0000,3233688.2500,-1370625.6250,2623324.2500,-9169780.0000,-2265968.0000,2901390.7500,8674860.0000,-2970970.2500,5022246.0000,3733995.2500,7575354.0000,-1398804.3750,6680543.5000,3267183.7500,-258891.1875,-5598513.0000,-5901568.0000,4242809.0000,-4970072.0000,-1999598.2500,-3836538.7500,2388323.2500,-7272760.5000,-2401013.5000,1139948.2500,1731171.8750,1978401.2500,-4219877.0000,-1372220.6250,-749628.0625,-5063646.5000,-4169899.5000,6787410.0000,131358.9531,-4898295.5000,635919.4375,5346036.5000,1491386.0000,-4478803.0000,4970142.0000,635387.7500,8512699.0000,-5144461.5000,-96730.0234,-7191414.0000,4741521.0000,-2415900.5000,-5852654.0000,-8825786.0000,6210542.0000,199413.4844,5132834.5000
1.7289,5357202.0000,5154101.5000,4312458.5000,-4999314.0000,-4762186.5000,-2851874.7500,1992756.5000,-1978862.8750,-2825291.0000,361574.6562,-388620.1250,1183014.0000,6097826.5000,3320351.2500,-3380892.2500,-2299463.5000,-5538433.5000,1391431.0000,3210826.0000,-1386575.8750,2608437.2500,-9182540.0000,-2289361.7500,2882782.0000,8670075.0000,-2979477.0000,5003637.5000,3713259.7500,7560998.5000,-1423793.2500,6640136.0000,3250701.7500,-265802.9688,-5610741.5000,-5914328.5000,4213567.0000,-4999314.0000,-2017675.2500,-3866312.5000,2359612.7500,-7283394.0000,-2417495.5000,1122402.8750,1705651.5000,1959792.5000,-4237422.5000,-1395614.3750,-772490.1250,-5079597.0000,-4185849.7500,6771460.0000,115408.6797,-4910524.0000,622095.8750,5329023.0000,1476499.1250,-4491563.5000,4958976.5000,623690.8750,8494090.0000,-5163602.0000,-111085.2734,-7208427.5000,4728229.0000,-2429724.0000,-5863287.5000,-8843331.0000,6200971.5000,173893.0312,5095085.5000
1.7309,5386975.5000,5188660.5000,4347549.0000,-4974325.0000,-4730286.0000,-2815189.2500,2028378.7500,-1940050.5000,-2805619.0000,387626.7812,-351402.8125,1220763.0000,6136107.0000,3348530.2500,-3350055.2500,-2270221.2500,-5503874.5000,1417483.1250,3249106.7500,-1357865.3750,2632362.7500,-9146386.0000,-2269158.0000,2899795.7500,8717394.0000,-2951298.2500,5029158.0000,3737717.0000,7595557.5000,-1409438.0000,6643857.5000,3282602.2500,-224863.9219,-5579904.0000,-5884554.5000,4231112.0000,-4981768.5000,-1993749.8750,-3849830.5000,2371841.5000,-7243518.0000,-2384000.0000,1143670.0000,1733830.2500,1983186.2500,-4209243.5000,-1373284.0000,-737399.5625,-5040253.0000,-4147569.0000,6807082.0000,151030.9688,-4879155.0000,647616.3125,5360923.5000,1508399.6250,-4460726.0000,4988750.5000,651869.6875,8518015.0000,-5133296.5000,-80248.0703,-7181312.0000,4758535.0000,-2403672.0000,-5832982.0000,-8822064.0000,6249886.0000,187716.6094,5104656.0000
